code,name,description,language,category,category-name,category-description
41109,International Research and Training Institute for the Advancement of Women,,en,41000,,
41110,Joint United Nations Programme on HIV/AIDS,,en,41000,,
41111,United Nations Capital Development Fund,,en,41000,,
41112,United Nations Conference on Trade and Development,,en,41000,,
41114,United Nations Development Programme,,en,41000,,
41116,United Nations Environment Programme,,en,41000,,
41119,United Nations Population Fund,,en,41000,,
41120,United Nations Human Settlement Programme,,en,41000,,
41121,United Nations Office of the United Nations High Commissioner for Refugees,,en,41000,,
41122,United Nations Children’s Fund,,en,41000,,
41123,United Nations Industrial Development Organisation,,en,41000,,
41124,United Nations Development Fund for Women,,en,41000,,
41125,United Nations Institute for Training and Research,,en,41000,,
41126,United Nations Mine Action Service,,en,41000,,
41127,United Nations Office of Co-ordination of Humanitarian Affairs,,en,41000,,
41128,United Nations Office on Drugs and Crime,,en,41000,,
41129,United Nations Research Institute for Social Development,,en,41000,,
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,,en,41000,,
41131,United Nations System Staff College,,en,41000,,
41132,United Nations System Standing Committee on Nutrition,,en,41000,,
41133,United Nations Special Initiative on Africa,,en,41000,,
41134,United Nations University (including Endowment Fund),,en,41000,,
41135,United Nations Volunteers,,en,41000,,
41136,United Nations Voluntary Fund on Disability,,en,41000,,
41137,United Nations Voluntary Fund for Technical Co-operation in the Field of Human Rights,,en,41000,,
41138,United Nations Voluntary Fund for Victims of Torture,,en,41000,,
41140,World Food Programme,,en,41000,,
41141,United Nations Peacebuilding Fund (Window Two:  Restricted Contributions Only),,en,41000,,
41142,United Nations Democracy Fund,,en,41000,,
41143,World Health Organisation - core voluntary contributions account,,en,41000,,
41144,International Labour Organisation - Regular Budget Supplementary Account,,en,41000,,
41145,International Maritime Organization - Technical Co-operation Fund,,en,41000,,
41146,United Nations Entity for Gender Equality and the Empowerment of Women,,en,41000,,
41147,Central Emergency Response Fund,,en,41000,,
41148,"United Nations Department of Political Affairs, Trust Fund in Support of Political Affairs",,en,41000,,
41149,United Nations Development Coordination Office,,en,41000,,
41150,United Nations Institute for Disarmament Research,,en,41000,,
41300,Other UN (Core Contributions Reportable in Part),,en,,,
41301,Food and Agricultural Organisation,,en,41000,,
41302,International Labour Organisation - Assessed Contributions,,en,41000,,
41303,International Telecommunications Union,,en,41000,,
41304,"United Nations Educational, Scientific and Cultural Organisation",,en,41000,,
41305,United Nations,,en,41000,,
41306,Universal Postal Union,,en,41000,,
41307,World Health Organisation - assessed contributions,,en,41000,,
41308,World Intellectual Property Organisation,,en,41000,,
41309,World Meteorological Organisation,,en,41000,,
41310,"United Nations Department of Peacekeeping Operations [only MINURSO, MINUSCA, MINUSMA, MINUJUSTH, MONUSCO, UNAMID, UNIFIL, UNISFA, UNMIK, UNMIL, UNMISS, UNOCI]. Report contributions mission by mission in CRS++.",,en,41000,,
41311,United Nations Peacebuilding Fund (Window One:  Flexible Contributions Only),,en,41000,,
41312,International Atomic Energy Agency - assessed contributions,,en,41000,,
41313,United Nations High Commissioner for Human Rights (extrabudgetary contributions only),,en,41000,,
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),,en,41000,,
41315,United Nations International Strategy for Disaster Reduction,,en,41000,,
41316,United Nations Framework Convention on Climate Change,,en,41000,,
41317,Green Climate Fund,,en,47000,,
41318,Global Mechanism,,en,41000,,
41319,World Tourism Organization,,en,41000,,
41320,Technology Bank for Least Developed Countries,,en,41000,,
41501,United Nations Reducing Emissions from Deforestation and Forest Degradation,,en,41000,,
41502,United Nations Office for Project Services,,en,41000,,
41503,UN-led Country-based Pooled Funds,,en,41000,,
42000,European Union Institutions,,en,,,
42001,European Commission - Development Share of Budget,,en,42000,,
42003,European Commission - European Development Fund,,en,42000,,
42004,European Investment Bank,,en,42000,,
42005,Facility for Euro-Mediterranean Investment and Partnership Trust Fund,,en,42000,,
43000,International Monetary Fund (IMF),,en,,,
43001,International Monetary Fund - Poverty Reduction and Growth Trust,,en,43000,,
43002,"International Monetary Fund - Poverty Reduction and Growth - Heavily Indebted Poor Countries Debt Relief Initiative Trust Fund [includes HIPC, Extended Credit Facility (ECF), and ECF-HIPC sub-accounts]",,en,43000,,
43003,International Monetary Fund - Subsidization of Emergency Post Conflict Assistance/Emergency Assistance for Natural Disasters for PRGT-eligible members,,en,43000,,
43004,International Monetary Fund - Poverty Reduction and Growth - Multilateral Debt Relief Initiative Trust,,en,43000,,
43005,International Monetary Fund - Post-Catastrophe Debt Relief Trust,,en,43000,,
43006,Catastrophe Containment and Relief Trust,,en,43000,,
44000,World Bank Group (WB),,en,,,
44001,International Bank for Reconstruction and Development,,en,44000,,
44002,International Development Association,,en,44000,,
44003,International Development Association - Heavily Indebted Poor Countries Debt Initiative Trust Fund,,en,44000,,
44004,International Finance Corporation,,en,44000,,
44005,Multilateral Investment Guarantee Agency,,en,44000,,
44006,Advance Market Commitments,,en,44000,,
44007,International Development Association - Multilateral Debt Relief Initiative,,en,44000,,
45000,World Trade Organisation (WTO),,en,,,
45001,World Trade Organisation - International Trade Centre,,en,45000,,
45002,World Trade Organisation - Advisory Centre on WTO Law,,en,45000,,
45003,World Trade Organisation - Doha Development Agenda Global Trust Fund,,en,45000,,
46000,Regional Development Banks,,en,,,
46002,African Development Bank,,en,46000,,
46003,African Development Fund,,en,46000,,
46004,Asian Development Bank,,en,46000,,
46005,Asian Development Fund,,en,46000,,
46006,Black Sea Trade and Development Bank,,en,46000,,
46007,Central American Bank for Economic Integration,,en,46000,,
46008,Development Bank of Latin America,,en,46000,,
46009,Caribbean Development Bank,,en,46000,,
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",,en,46000,,
46013,"Inter-American Development Bank, Fund for Special Operations",,en,46000,,
46015,European Bank for Reconstruction and Development,,en,46000,,
46016,European Bank for Reconstruction and Development – technical co-operation and special funds (ODA-eligible countries only),,en,46000,,
46017,European Bank for Reconstruction and Development – technical co-operation and special funds (all EBRD countries of operations),,en,46000,,
46018,European Bank for Reconstruction and Development - Early Transition Countries Fund,,en,46000,,
46019,European Bank for Reconstruction and Development - Western Balkans Joint Trust Fund,,en,46000,,
46020,Central African States Development Bank,,en,46000,,
46021,West African Development Bank,,en,46000,,
46022,African Export Import Bank,,en,46000,,
46023,Eastern and Southern African Trade and Development Bank,,en,46000,,
46024,Council of Europe Development Bank,,en,46000,,
46025,Islamic Development Bank,,en,46000,,
46026,Asian Infrastructure Investment Bank,,en,46000,,
46027,Financial Fund for the Development of the River Plate Basin,,en,46000,,
47000,Other multilateral institutions,,en,,,
47001,African Capacity Building Foundation,,en,47000,,
47002,Asian Productivity Organisation,,en,47000,,
47003,Association of South East Asian Nations: Economic Co-operation,,en,47000,,
47004,ASEAN Cultural Fund,,en,47000,,
47005,African Union (excluding peacekeeping facilities),,en,47000,,
47008,World Vegetable Centre,,en,51000,,
47009,African and Malagasy Council for Higher Education,,en,47000,,
47010,Commonwealth Agency for Public Administration and Management,,en,32000,,
47011,Caribbean Community Secretariat,,en,47000,,
47012,Caribbean Epidemiology Centre,,en,47000,,
47013,Commonwealth Foundation,,en,47000,,
47014,Commonwealth Fund for Technical Co-operation,,en,47000,,
47015,CGIAR Fund,,en,47000,,
47016,Commonwealth Institute,,en,47000,,
47017,International Centre for Tropical Agriculture,,en,51000,,
47018,Centre for International Forestry Research,,en,51000,,
47019,International Centre for Advanced Mediterranean Agronomic Studies,,en,47000,,
47020,International Maize and Wheat Improvement Centre,,en,51000,,
47021,International Potato Centre,,en,51000,,
47022,Convention on International Trade in Endangered Species of Wild Flora and Fauna,,en,47000,,
47023,Commonwealth Legal Advisory Service,,en,47000,,
47024,Commonwealth Media Development Fund,,en,47000,,
47025,Commonwealth of Learning,,en,47000,,
47026,Community of Portuguese Speaking Countries,,en,47000,,
47027,Colombo Plan,,en,47000,,
47028,Commonwealth Partnership for Technical Management,,en,32000,,
47029,Sahel and West Africa Club,,en,47000,,
47030,Commonwealth Scientific Council,,en,47000,,
47031,Commonwealth Small States Office,,en,47000,,
47032,Commonwealth Trade and Investment Access Facility,,en,47000,,
47033,Commonwealth Youth Programme,,en,47000,,
47034,Economic Community of West African States,,en,47000,,
47035,Environmental Development Action in the Third World,,en,21000,,
47036,European and Mediterranean Plant Protection Organisation,,en,47000,,
47037,Eastern-Regional Organisation of Public Administration,,en,47000,,
47038,INTERPOL Fund for Aid and Technical Assistance to Developing Countries,,en,47000,,
47040,Forum Fisheries Agency,,en,47000,,
47041,Food and Fertilizer Technology Centre,,en,51000,,
47042,Foundation for International Training,,en,22000,,
47043,Global Crop Diversity Trust,,en,31000,,
47044,Global Environment Facility Trust Fund,,en,47000,,
47045,"Global Fund to Fight AIDS, Tuberculosis and Malaria",,en,47000,,
47046,International Organisation of the Francophonie,,en,47000,,
47047,International African Institute,,en,51000,,
47048,Inter-American Indian Institute,,en,47000,,
47049,International Bureau of Education - International Educational Reporting System (IERS),,en,47000,,
47050,International Cotton Advisory Committee,,en,47000,,
47051,International Centre for Agricultural Research in Dry Areas,,en,51000,,
47053,"International Centre for Diarrhoeal Disease Research, Bangladesh",,en,51000,,
47054,International Centre of Insect Physiology and Ecology,,en,51000,,
47055,International Centre for Development Oriented Research in Agriculture,,en,51000,,
47056,World AgroForestry Centre,,en,51000,,
47057,International Crop Research for Semi-Arid Tropics,,en,51000,,
47058,International Institute for Democracy and Electoral Assistance,,en,47000,,
47059,International Development Law Organisation,,en,47000,,
47060,International Institute for Cotton,,en,47000,,
47061,Inter-American Institute for Co-operation on Agriculture,,en,47000,,
47062,International Institute of Tropical Agriculture,,en,51000,,
47063,International Livestock Research Institute,,en,51000,,
47064,International Network for Bamboo and Rattan,,en,47000,,
47065,Intergovernmental Oceanographic Commission,,en,47000,,
47066,International Organisation for Migration,,en,41000,,
47067,Intergovernmental Panel on Climate Change,,en,47000,,
47068,Asia-Pacific Fishery Commission,,en,47000,,
47069,Bioversity International,,en,51000,,
47070,International Rice Research Institute,,en,51000,,
47071,International Seed Testing Association,,en,51000,,
47073,International Tropical Timber Organisation,,en,47000,,
47074,International Vaccine Institute,,en,47000,,
47075,International Water Management Institute,,en,51000,,
47076,Justice Studies Centre of the Americas,,en,47000,,
47077,Mekong River Commission,,en,47000,,
47078,Multilateral Fund for the Implementation of the Montreal Protocol,,en,47000,,
47079,Organisation of American States,,en,47000,,
47080,Organisation for Economic Co-operation and Development (Contributions to special funds for Technical Co-operation Activities Only),,en,47000,,
47081,OECD Development Centre,,en,47000,,
47082,Organisation of Eastern Caribbean States,,en,47000,,
47083,Pan-American Health Organisation,,en,47000,,
47084,Pan-American Institute of Geography and History,,en,47000,,
47085,Pan-American Railway Congress Association,,en,47000,,
47086,Private Infrastructure Development Group,,en,47000,,
47087,Pacific Islands Forum Secretariat,,en,47000,,
47088,Relief Net,,en,47000,,
47089,Southern African Development Community,,en,47000,,
47090,Southern African Transport and Communications Commission,,en,47000,,
47091,(Colombo Plan) Special Commonwealth African Assistance Programme,,en,47000,,
47092,South East Asian Fisheries Development Centre,,en,47000,,
47093,South East Asian Ministers of Education,,en,47000,,
47094,South Pacific Applied Geoscience Commission,,en,47000,,
47095,South Pacific Board for Educational Assessment,,en,47000,,
47096,Secretariat of the Pacific Community,,en,47000,,
47097,Pacific Regional Environment Programme,,en,47000,,
47098,Unrepresented Nations and Peoples’ Organisation,,en,47000,,
47099,University of the South Pacific,,en,51000,,
47100,West African Monetary Union,,en,47000,,
47101,Africa Rice Centre,,en,51000,,
47102,World Customs Organisation Fellowship Programme,,en,47000,,
47103,World Maritime University,,en,51000,,
47104,WorldFish Centre,,en,51000,,
47105,Common Fund for Commodities,,en,47000,,
47106,Geneva Centre for the Democratic Control of Armed Forces,,en,47000,,
47107,International Finance Facility for Immunisation,,en,47000,,
47108,Multi-Country Demobilisation and Reintegration Program,,en,47000,,
47109,Asia-Pacific Economic Cooperation Support Fund (except contributions tied to counter-terrorism activities),,en,47000,,
47110,Organisation of the Black Sea Economic Cooperation,,en,47000,,
47111,Adaptation Fund,,en,47000,,
47112,Central European Initiative - Special Fund for Climate and Environmental Protection,,en,47000,,
47113,Economic and Monetary Community of Central Africa,,en,47000,,
47116,Integrated Framework for Trade-Related Technical Assistance to Least Developed Countries,,en,47000,,
47117,New Partnership for Africa's Development,,en,47000,,
47118,Regional Organisation for the Strengthening of Supreme Audit Institutions of Francophone Sub-Saharan Countries,,en,47000,,
47119,Sahara and Sahel Observatory,,en,47000,,
47120,South Asian Association for Regional Cooperation,,en,47000,,
47121,United Cities and Local Governments of Africa,,en,47000,,
47122,Global Alliance for Vaccines and Immunization,,en,47000,,
47123,Geneva International Centre for Humanitarian Demining,,en,47000,,
47127,Latin-American Energy Organisation,,en,47000,,
47128,Nordic Development Fund,,en,47000,,
47129,Global Environment Facility - Least Developed Countries Fund,,en,47000,,
47130,Global Environment Facility - Special Climate Change Fund,,en,47000,,
47131,Organization for Security and Co-operation in Europe,,en,47000,,
47132,Commonwealth Secretariat (ODA-eligible contributions only),,en,47000,,
47134,Clean Technology Fund,,en,47000,,
47135,Strategic Climate Fund,,en,47000,,
47136,Global Green Growth Institute,,en,47000,,
47137,African Risk Capacity Group,,en,47000,,
47138,Council of Europe,,en,47000,,
47139,World Customs Organization Customs Co-operation Fund,,en,47000,,
47140,"Organisation of Ibero-American States for Education, Science and Culture",,en,47000,,
47141,African Tax Administration Forum,,en,47000,,
47142,OPEC Fund for International Development,,en,47000,,
47143,Global Community Engagement and Resilience Fund,,en,47000,,
47144,International Renewable Energy Agency,,en,47000,,
47145,Center of Excellence in Finance,,en,47000,,
47146,International Investment Bank,,en,47000,,
47147,International Finance Facility for Education,,en,47000,,
47148,World Organisation for Animal Health,,en,47000,,
47400,European Space Agency (ESA) programme 'Space in support of International Development Aid',,en,47000,,
47501,Global Partnership for Education,,en,47000,,
47502,Global Fund for Disaster Risk Reduction,,en,47000,,
47503,Global Agriculture and Food Security Program,,en,47000,,
47504,Forest Carbon Partnership Facility,,en,47000,,
50000,Others,,en,,,
51000,"University, college or other teaching institution, research institute or think-tank",,en,,,
51001,International Food Policy Research Institute,,en,51000,,
52000,Other,,en,,,
60000,Private Sector Institutions,,en,,,
61000,Private sector in provider country,,en,,,
61001,Banks (deposit taking corporations),,en,61000,,
61002,Private exporter in provider country,,en,61000,,
61003,Investment funds and other collective investment institutions,,en,61000,,
61004,"Holding companies, trusts and Special Purpose Vehicles",,en,61000,,
61005,Insurance Corporations,,en,61000,,
61006,Pension Funds,,en,61000,,
61007,Other financial corporations,,en,61000,,
61008,Exporters,,en,61000,,
61009,Other non-financial corporations,,en,61000,,
61010,Retail investors,,en,61000,,
62000,Private sector in recipient country,,en,,,
62001,Banks (deposit taking corporations except Micro Finance Institutions),,en,62000,,
62002,Micro Finance Institutions (deposit and non-deposit),,en,62000,,
62003,Investment funds and other collective investment institutions,,en,62000,,
62004,"Holding companies, trusts and Special Purpose Vehicles",,en,62000,,
62005,Insurance Corporations,,en,62000,,
62006,Pension Funds,,en,62000,,
62007,Other financial corporations,,en,62000,,
62008,Importers/Exporters,,en,62000,,
62009,Other non-financial corporations,,en,62000,,
62010,Retail investors,,en,62000,,
63000,Private sector in third country,,en,,,
63001,Banks (deposit taking corporations except Micro Finance Institutions),,en,63000,,
63002,Micro Finance Institutions (deposit and non-deposit),,en,63000,,
63003,Investment funds and other collective investment institutions,,en,63000,,
63004,"Holding companies, trusts and Special Purpose Vehicles",,en,63000,,
63005,Insurance Corporations,,en,63000,,
63006,Pension Funds,,en,63000,,
63007,Other financial corporations,,en,63000,,
63008,Exporters,,en,63000,,
63009,Other non-financial corporations,,en,63000,,
63010,Retail investors,,en,63000,,
90000,Other,,en,,,
